accepted_step,timestamp,keyframe_count,imu_valid,imu_sample_count,accel_norm_mps2,accel_norm_error_mps2,accel_std_norm_mps2,ground_valid,ground_quality,localmap_ground_valid,localmap_ground_corr,current_ground_L_x,current_ground_L_y,current_ground_L_z,current_ground_W_x,current_ground_W_y,current_ground_W_z,localmap_ground_L_x,localmap_ground_L_y,localmap_ground_L_z,localmap_ground_W_x,localmap_ground_W_y,localmap_ground_W_z,imu_up_L_x,imu_up_L_y,imu_up_L_z,imu_up_W_x,imu_up_W_y,imu_up_W_z,slam_up_L_x,slam_up_L_y,slam_up_L_z,gravity_ref_valid,gravity_ref_W_x,gravity_ref_W_y,gravity_ref_W_z,ground_to_map_deg,slam_to_imu_gravity_deg,frontend_gravity_drift_deg,ground_to_imu_gravity_deg,localmap_to_imu_gravity_deg,ground_to_slam_up_deg,localmap_to_slam_up_deg,current_ground_to_gravity_ref_deg,localmap_ground_to_gravity_ref_deg,world_roll_deg,world_pitch_deg,world_yaw_deg,world_x_m,world_y_m,world_z_m
40,1782712604.538980484,1,1,21,9.802821736,0.003828264,0.039011406,1,0.762250573,1,96,-0.004654633,0.023785870,0.999706240,-0.006780345,0.021561033,0.999744542,-0.016496897,0.013858854,0.999767865,-0.018596278,0.011602511,0.999759751,-0.006226797,0.007617859,0.999951596,-0.008310024,0.005388403,0.999950953,0.002068980,0.002207504,0.999995423,1,-0.006585694,0.007816696,0.999947763,0.885388347,0.567472936,0.170640832,0.930844455,0.688647758,1.295110523,1.255963191,0.787663708,0.721617484,0.126481019,-0.118543912,0.152060674,-0.002940005,-0.000405320,-0.004372588
41,1782712604.638990879,1,1,21,9.808612110,0.001962110,0.061514177,1,0.636006159,1,84,0.013094614,0.023033685,0.999648929,0.016011792,0.022530600,0.999617924,-0.000220496,0.006103012,0.999981352,0.002680994,0.005612899,0.999980654,-0.006041834,0.007760998,0.999951630,-0.003138765,0.007276636,0.999968599,-0.002896002,0.000487480,0.999995688,1,-0.006585694,0.007816696,0.999947763,1.234279695,0.454058084,0.199907480,1.402963185,0.346806960,1.583894197,0.356400298,1.545179310,0.545755448,0.027930666,0.165928904,-0.056475242,-0.005773063,0.009251393,-0.000187349
42,1782712604.738829613,1,1,21,9.808995079,0.002345079,0.052207737,1,0.796592911,1,105,0.002110381,0.024039994,0.999708770,-0.002172973,0.023348547,0.999725024,-0.010908236,0.010245335,0.999888015,-0.015181362,0.009543551,0.999839211,-0.008227960,0.007047803,0.999941313,-0.012498818,0.006348088,0.999901736,0.004266176,0.000689937,0.999990662,1,-0.006585694,0.007816696,0.999947763,1.086839040,0.803227868,0.349100525,1.139715111,0.239074904,1.343677364,1.027477369,0.925226191,0.502375880,0.039530869,-0.244434626,0.044980331,-0.002931874,-0.000296802,-0.012491027
43,1782712604.839054346,1,1,21,9.802487694,0.004162306,0.048676934,1,0.660186330,1,72,-0.001021822,0.020197457,0.999795488,0.004095182,0.018680451,0.999817118,-0.002048982,0.003346015,0.999992303,0.003066073,0.001828902,0.999993627,-0.005007904,0.007264902,0.999961070,0.000107720,0.005748330,0.999983472,-0.005114739,0.001516584,0.999985770,1,-0.006585694,0.007816696,0.999947763,0.967385711,0.329414708,0.401403473,0.775442987,0.281356229,1.095794850,0.204552682,0.872936180,0.650789694,0.086895055,0.293054262,-0.009650103,-0.011899434,0.014474583,0.006187522
44,1782712604.938802004,1,1,21,9.809875317,0.003225317,0.046427436,1,0.824524347,1,104,-0.004528053,0.021265504,0.999763610,-0.010512975,0.023817697,0.999661040,-0.003545539,0.006011165,0.999975647,-0.009534656,0.008563777,0.999917873,-0.006700671,0.008028277,0.999945322,-0.012689165,0.010581358,0.999863501,0.005990938,-0.002550977,0.999978800,1,-0.006585694,0.007816696,0.999947763,0.875913058,0.946690113,0.383937227,0.768661182,0.214568940,1.491846705,0.734318518,0.944153640,0.174309228,-0.146162992,-0.343257520,-0.010039804,-0.012368828,-0.001342553,-0.015000476
45,1782712605.038994074,1,1,21,9.813464004,0.006814004,0.042204621,1,0.590715692,1,84,0.010523801,0.021935349,0.999704001,0.015319177,0.021058685,0.999660870,-0.005158445,0.006671715,0.999964439,-0.000351215,0.005784063,0.999983210,-0.006763217,0.007320006,0.999950337,-0.001956479,0.006431265,0.999977405,-0.004811286,0.000887431,0.999988032,1,-0.006585694,0.007816696,0.999947763,1.253977165,0.385160865,0.276863590,1.297128635,0.099169308,1.492221003,0.332014639,1.466695568,0.375721113,0.050846625,0.275667461,0.039340184,-0.007909286,0.006349385,0.004872592
46,1782712605.138975382,1,1,21,9.798974532,0.007675468,0.050584756,1,0.806840118,1,94,-0.004262908,0.023157191,0.999722748,-0.009396674,0.025253700,0.999636911,-0.014419952,0.017442244,0.999743884,-0.019573241,0.019573586,0.999616808,-0.005988165,0.007580764,0.999953336,-0.011176549,0.009683780,0.999890649,0.005221862,-0.002064813,0.999984234,1,-0.006585694,0.007816696,0.999947763,0.667755572,0.847332287,0.283977116,0.898027548,0.743499778,1.544036360,1.586206312,1.012135179,1.003932936,-0.118306748,-0.299191990,-0.195988107,0.012011376,0.011933500,-0.013830157
47,1782712605.238969803,1,1,21,9.804236998,0.002413002,0.044736241,1,0.776583636,1,94,-0.003121002,0.018936088,0.999815825,0.000373428,0.017447154,0.999847717,-0.005353659,0.008369447,0.999950644,-0.001845659,0.006877558,0.999974646,-0.006561268,0.007336742,0.999951560,-0.003051979,0.005843352,0.999978270,-0.003516650,0.001489656,0.999992707,1,-0.006585694,0.007816696,0.999947763,0.618842080,0.377717718,0.231904120,0.693256350,0.091040830,0.999928006,0.408001127,0.680800126,0.276867735,0.085351541,0.201489630,0.071220581,-0.008532990,0.007340556,0.003257870
48,1782712605.340082169,1,1,21,9.812925539,0.006275539,0.046596201,1,0.768805521,1,101,-0.006998967,0.020330456,0.999768817,-0.008728278,0.022658567,0.999705160,-0.017082546,0.011628073,0.999786464,-0.018848370,0.013998677,0.999724350,-0.006843860,0.007485731,0.999948561,-0.008627502,0.009813751,0.999914625,0.001824926,-0.002291831,0.999995709,1,-0.006585694,0.007816696,0.999947763,0.763159460,0.748698723,0.163652571,0.736079266,0.632897167,1.391366874,1.345323114,0.859312274,0.786942459,-0.131312572,-0.104560623,-0.240648917,0.002041805,0.010438271,-0.006483563
49,1782712605.438875437,1,1,21,9.801468635,0.005181365,0.044587425,1,0.743922997,1,90,0.006412813,0.022317275,0.999730371,0.010662739,0.021725293,0.999707116,-0.002776406,0.007692384,0.999966559,0.001473268,0.007101083,0.999973702,-0.006028054,0.007540843,0.999953398,-0.001778422,0.006949840,0.999974268,-0.004249139,0.000591182,0.999990798,1,-0.006585694,0.007816696,0.999947763,0.989729484,0.411030609,0.279883011,1.106831501,0.186509576,1.386743416,0.415530008,1.269635577,0.463564951,0.033872553,0.243458458,-0.005104410,-0.006201874,0.006628828,0.009674405
50,1782712605.539055586,1,1,20,9.804616812,0.002033188,0.037107036,1,0.691449491,1,102,-0.007278053,0.019545633,0.999782475,-0.008797632,0.021324845,0.999733891,-0.015990256,0.010888786,0.999812856,-0.017528427,0.012686754,0.999765873,-0.006731948,0.007389948,0.999950034,-0.008277873,0.009168331,0.999923706,0.001565663,-0.001760721,0.999997224,1,-0.006585694,0.007816696,0.999947763,0.703703950,0.707757680,0.124094890,0.697242391,0.567134933,1.321834563,1.239858150,0.784369411,0.686344336,-0.100882033,-0.089705915,-0.122782260,0.006000756,0.001552041,-0.002378398
51,1782712605.739030123,1,1,21,9.800080373,0.006569627,0.048142509,1,0.677177287,1,73,0.007198948,0.022946491,0.999710775,0.005661764,0.023963833,0.999696794,-0.007196119,0.003703460,0.999967250,-0.008749366,0.004732792,0.999950523,-0.006511167,0.007510141,0.999950600,-0.008061286,0.008538895,0.999931049,0.001557161,-0.001022246,0.999998265,1,-0.006585694,0.007816696,0.999947763,1.377014108,0.672837397,0.094133031,1.183016753,0.221611559,1.410969994,0.569953311,1.161292698,0.215845962,-0.058570485,-0.089218796,-0.046615169,0.006398689,0.000372420,-0.004034798
52,1782712605.839367390,1,1,21,9.796494348,0.010155652,0.041033121,1,0.808140011,1,98,-0.004148324,0.021251424,0.999765557,-0.002395340,0.020487056,0.999787249,-0.013518634,0.016492021,0.999772604,-0.011765880,0.015728142,0.999807076,-0.006515485,0.007482195,0.999950781,-0.004762915,0.006717813,0.999966092,-0.001752283,0.000764666,0.999998172,1,-0.006585694,0.007816696,0.999947763,0.602166618,0.471833122,0.121952611,0.800569089,0.653910883,1.181901627,1.125479310,0.764690449,0.541879237,0.043812202,0.100398475,-0.003013866,-0.009390409,0.005829394,0.006608518
53,1782712605.939104080,1,1,21,9.816069783,0.009419783,0.037921082,1,0.835311434,1,87,-0.002239636,0.020413138,0.999789122,0.000020985,0.021205706,0.999775134,-0.006586974,0.008434650,0.999942733,-0.004347104,0.009235030,0.999947907,-0.006344877,0.007574781,0.999951181,-0.004106504,0.008374742,0.999956499,-0.002223713,-0.000792743,0.999997213,1,-0.006585694,0.007816696,0.999947763,0.730176955,0.534426210,0.145602053,0.772336568,0.051184633,1.215089112,0.584828831,0.855508139,0.151838776,-0.045420946,0.127409469,-0.101072745,-0.005047861,0.007861292,0.008625837
54,1782712606.038896799,1,1,21,9.800141535,0.006508465,0.041308289,1,0.725255964,1,90,-0.004009231,0.022406648,0.999740901,-0.006274510,0.022052653,0.999737121,-0.010193950,0.011553054,0.999881298,-0.012469559,0.011204734,0.999859472,-0.006462113,0.007839908,0.999948387,-0.008741317,0.007488115,0.999933757,0.002286254,0.000359897,0.999997322,1,-0.006585694,0.007816696,0.999947763,0.715791446,0.659494930,0.124937343,0.846453877,0.301653580,1.313787522,0.960558731,0.815951251,0.389049061,0.020620624,-0.130992804,-0.052982325,0.005918203,0.002819315,-0.004550296
55,1782712606.138891697,1,1,21,9.798766640,0.007883360,0.039915121,1,0.712622999,1,90,0.010219302,0.022628273,0.999691716,0.012583516,0.023266643,0.999650098,-0.007677381,0.003704635,0.999963666,-0.005365404,0.004393398,0.999975955,-0.006373021,0.007708195,0.999949983,-0.004049876,0.008393278,0.999956575,-0.002299761,-0.000673739,0.999997129,1,-0.006585694,0.007816696,0.999947763,1.492450721,0.533961984,0.149000977,1.278609336,0.241255739,1.515735772,0.397329900,1.410778321,0.208235990,-0.038602516,0.131766700,-0.160497088,-0.005395339,0.007647040,0.008126183
56,1782712606.238712549,1,1,21,9.813992010,0.007342010,0.038649099,1,0.739250391,1,91,0.000012387,0.023792293,0.999716923,-0.001467283,0.022203542,0.999752394,-0.015460609,0.011180052,0.999817971,-0.016925161,0.009572509,0.999810935,-0.006313245,0.007402278,0.999952673,-0.007773446,0.005805557,0.999952933,0.001453255,0.001587416,0.999997684,1,-0.006585694,0.007816696,0.999947763,1.143773131,0.555898717,0.133825404,1.006694788,0.567097370,1.275049253,1.114166009,0.874998974,0.600942874,0.090952365,-0.083265396,0.069085533,0.001208311,0.001586354,-0.004491749
57,1782712606.338676453,1,1,21,9.808068169,0.001418169,0.048196796,1,0.771231862,1,87,0.004673849,0.020819478,0.999772326,0.007272938,0.020371138,0.999766033,0.002206772,0.008381421,0.999962440,0.004787133,0.007936824,0.999957044,-0.006334018,0.007604004,0.999951028,-0.003754850,0.007172606,0.999967227,-0.002568190,0.000437226,0.999996607,1,-0.006585694,0.007816696,0.999947763,0.726618052,0.463871552,0.166344498,0.985522558,0.491376203,1.239433466,0.531068142,1.071475306,0.651655033,0.025051291,0.147146584,-0.088506158,-0.000100408,0.009865461,-0.000349145
58,1782712606.438875198,1,1,21,9.803131714,0.003518286,0.042245771,1,0.830198234,1,111,-0.003875439,0.022043858,0.999749493,-0.007055674,0.020525940,0.999764424,-0.009307105,0.012389892,0.999879927,-0.012471179,0.010862524,0.999863228,-0.005849331,0.007779506,0.999952631,-0.009005758,0.006257947,0.999939865,0.003145869,0.001506240,0.999993917,1,-0.006585694,0.007816696,0.999947763,0.634718115,0.628350574,0.164933058,0.825164316,0.330220745,1.243688990,0.947634198,0.728764367,0.379725832,0.086301680,-0.180245301,0.097871132,-0.004237360,0.000102908,-0.009301607
59,1782712606.539024353,1,1,21,9.814520890,0.007870890,0.042292344,1,0.574172436,1,77,0.008199874,0.024180031,0.999673991,0.010730742,0.023285369,0.999671267,0.000810945,0.006436041,0.999978960,0.003362525,0.005532816,0.999979040,-0.006758234,0.007336936,0.999950247,-0.004207709,0.006425228,0.999970505,-0.002557840,0.000907022,0.999996317,1,-0.006585694,0.007816696,0.999947763,1.101435675,0.440058172,0.157865410,1.290787111,0.436747168,1.469166232,0.370961811,1.330495627,0.584824193,0.051968691,0.146553590,0.064402799,-0.010217591,0.004954576,0.000202331
60,1782712606.639030457,1,1,21,9.809236738,0.002586738,0.042954354,1,0.579641797,1,96,-0.011556768,0.026726271,0.999575984,-0.016195616,0.025095714,0.999553854,-0.010168589,0.025118899,0.999632753,-0.014807922,0.023488063,0.999614444,-0.006468778,0.007489514,0.999951030,-0.011111886,0.005857680,0.999921104,0.004644148,0.001633393,0.999987882,1,-0.006585694,0.007816696,0.999947763,0.121730429,0.719728771,0.282584482,1.140307233,1.032268792,1.711560493,1.591092388,1.133070898,1.014177435,0.093587562,-0.266091037,-0.007769096,0.002393680,0.008974975,-0.019924050
61,1782712606.738830805,1,1,21,9.801138246,0.005511754,0.044495720,1,0.512675763,1,74,0.011888421,0.022022242,0.999686794,0.015275496,0.021107186,0.999660515,-0.002181123,0.007381929,0.999970374,0.001215328,0.006458573,0.999978405,-0.006556818,0.007467017,0.999950625,-0.003160457,0.006541176,0.999973612,-0.003400211,0.000924071,0.999993792,1,-0.006585694,0.007816696,0.999947763,1.163521161,0.416238752,0.209422806,1.346361120,0.250758990,1.493000643,0.376546205,1.465996180,0.453693222,0.052945705,0.194818125,0.032773379,-0.009834514,0.005524776,0.001920810
62,1782712606.839066982,1,1,21,9.808875502,0.002225502,0.038695028,1,0.830489434,1,109,-0.000533902,0.023770637,0.999717296,-0.005438933,0.023450101,0.999710213,-0.013200629,0.016828770,0.999771242,-0.018108887,0.016513922,0.999699634,-0.005776391,0.007731002,0.999953431,-0.010689717,0.007412753,0.999915387,0.004916950,0.000323074,0.999987860,1,-0.006585694,0.007816696,0.999947763,0.827605825,0.745348496,0.236286911,0.966952001,0.672886417,1.379390635,1.404344793,0.898247014,0.827306021,0.018511008,-0.281721624,-0.025801661,0.001173174,0.010091943,-0.019652047
63,1782712606.938878536,1,1,21,9.807967262,0.001317262,0.043226765,1,0.749503892,1,90,0.005017118,0.024165741,0.999695376,0.005811532,0.026480627,0.999632434,-0.001246406,0.005303153,0.999985161,-0.000484627,0.007629716,0.999970776,-0.006654252,0.007313277,0.999951117,-0.005888986,0.009649185,0.999936104,-0.000748496,-0.002325755,0.999997015,1,-0.006585694,0.007816696,0.999947763,1.138912606,0.647701781,0.112328249,1.174642460,0.330565614,1.553526925,0.438035789,1.283929204,0.349732546,-0.133256111,0.042885660,-0.099925413,-0.004920421,0.002981434,0.003091855
64,1782712607.038862228,1,1,21,9.801043491,0.005606509,0.043106072,1,0.758472036,1,92,-0.002359520,0.022754929,0.999738289,-0.006951108,0.021829667,0.999737539,-0.001717542,0.019668414,0.999805083,-0.006317767,0.018741369,0.999804404,-0.006947003,0.007621287,0.999946826,-0.011580277,0.006708274,0.999910444,0.004651629,0.000944331,0.999988735,1,-0.006585694,0.007816696,0.999947763,0.180669730,0.766810284,0.293138942,0.906144731,0.752525274,1.312741361,1.133246358,0.803253899,0.626182829,0.054106754,-0.266519690,-0.154649725,0.007667515,0.014742231,-0.018412046
65,1782712607.138787270,1,1,21,9.809871721,0.003221721,0.037423164,1,0.788329189,1,94,0.006102349,0.022893082,0.999719295,0.008187079,0.024191906,0.999673809,-0.006546532,0.006199267,0.999959355,-0.004459424,0.007497051,0.999961953,-0.006084740,0.007410810,0.999954027,-0.003997778,0.008708635,0.999954088,-0.002088007,-0.001298321,0.999996977,1,-0.006585694,0.007816696,0.999947763,1.200139816,0.549039970,0.156836735,1.129022811,0.074288476,1.463476486,0.499802374,1.263728624,0.123197886,-0.074388469,0.119634078,0.006190477,-0.015751720,0.003456014,0.005707763
66,1782712607.238981724,1,1,21,9.808597894,0.001947894,0.048134298,1,0.747838793,1,106,-0.005636859,0.020284081,0.999778366,-0.007559881,0.019830981,0.999774765,-0.005531225,0.013920404,0.999887808,-0.007462018,0.013467133,0.999881470,-0.006386572,0.007323810,0.999952786,-0.008325324,0.006871531,0.999941734,0.001947011,0.000462199,0.999997998,1,-0.006585694,0.007816696,0.999947763,0.364716602,0.618511813,0.113435338,0.743882552,0.381139904,1.216084855,0.882176608,0.690702357,0.327638983,0.026482122,-0.111555586,-0.068099037,0.004539676,0.008510621,-0.005203122
67,1782712607.338856220,1,1,21,9.800535996,0.006114004,0.043878904,1,0.796576622,1,96,-0.007988457,0.019920111,0.999769660,-0.004970775,0.021641773,0.999753432,-0.021649334,0.012039224,0.999693135,-0.018645101,0.013783904,0.999731146,-0.006292821,0.007368779,0.999953050,-0.003295785,0.009087920,0.999953273,-0.002981810,-0.001713632,0.999994086,1,-0.006585694,0.007816696,0.999947763,0.903638122,0.553891644,0.202080790,0.725752108,0.919786725,1.272374024,1.328634864,0.797588533,0.771020103,-0.098184383,0.170845396,-0.096993347,-0.013960317,0.002150933,0.010052977
68,1782712607.438789845,1,1,21,9.810961285,0.004311285,0.038219493,1,0.777938935,1,106,-0.006685343,0.019015529,0.999796837,-0.007481102,0.019454123,0.999782762,-0.014755534,0.010157934,0.999839532,-0.015564415,0.010608488,0.999822589,-0.006577083,0.007622230,0.999949321,-0.007389815,0.008060743,0.999940206,0.000824687,-0.000427602,0.999999569,1,-0.006585694,0.007816696,0.999947763,0.686566293,0.626569907,0.048149824,0.652879406,0.490638482,1.194301236,1.079281233,0.668816819,0.538787075,-0.024499790,-0.047251108,-0.084702336,0.003435833,0.003590867,0.001416244
69,1782712607.538943291,1,1,21,9.805662864,0.000987136,0.040715569,1,0.812767542,1,93,-0.005569635,0.021840588,0.999745952,-0.003276025,0.023320613,0.999722670,-0.013407840,0.012941668,0.999826356,-0.011126507,0.014432855,0.999833933,-0.005637154,0.007428691,0.999956518,-0.003363290,0.008909151,0.999954657,-0.002261447,-0.001475789,0.999996354,1,-0.006585694,0.007816696,0.999947763,0.679471753,0.545627443,0.194952203,0.825845193,0.545948227,1.349417040,1.044203990,0.908425029,0.459817285,-0.084556755,0.129571503,-0.080589679,-0.012469274,0.002008931,0.008916127
70,1782712607.638903379,1,1,21,9.801305064,0.005344936,0.042015631,1,0.845993083,1,102,-0.007871972,0.020344444,0.999762040,-0.006799062,0.020431931,0.999768128,-0.007593545,0.013083173,0.999885578,-0.006529606,0.013170326,0.999891948,-0.006519406,0.007501786,0.999950609,-0.005462395,0.007587602,0.999956294,-0.001047555,-0.000078968,0.999999448,1,-0.006585694,0.007816696,0.999947763,0.416406994,0.535683397,0.065686997,0.739983758,0.325679874,1.233873246,0.842284602,0.722981117,0.306774251,-0.004524517,0.060020464,-0.071810054,0.005414034,0.008600948,0.004124763
71,1782712607.739144325,1,1,21,9.811722626,0.005072626,0.038171389,1,0.787776480,1,105,-0.003987087,0.022535101,0.999738102,-0.003741245,0.023517443,0.999716426,-0.012467046,0.013261773,0.999834335,-0.012226766,0.014249325,0.999823716,-0.007018249,0.007604413,0.999946457,-0.006781351,0.008588795,0.999940121,-0.000231738,-0.000980351,0.999999493,1,-0.006585694,0.007816696,0.999947763,0.720004550,0.627012999,0.045638417,0.873006622,0.450083799,1.364523075,1.075847070,0.914335896,0.490259857,-0.056169968,0.013277595,-0.034525446,0.002025500,-0.001770308,0.003623071
72,1782712607.838884115,1,1,21,9.806985842,0.000335842,0.042149335,1,0.738098365,1,84,-0.001012160,0.021473635,0.999768903,0.002224113,0.021360140,0.999769372,-0.004715001,0.006763141,0.999966014,-0.001484218,0.006651171,0.999976779,-0.006411205,0.007731403,0.999949560,-0.003180061,0.007620143,0.999965910,-0.003228090,0.000112593,0.999994783,1,-0.006585694,0.007816696,0.999947763,0.869222330,0.473101177,0.195455968,0.846030372,0.111908902,1.230557007,0.390460129,0.925774756,0.299829464,0.006451161,0.184956243,-0.023917853,-0.007277769,0.007650583,0.010771061
73,1782712607.939229965,1,1,21,9.803306375,0.003343625,0.045528933,1,0.595177404,1,109,0.002069769,0.022406772,0.999746794,0.003083490,0.020765699,0.999779615,0.000025206,0.001604119,0.999998713,0.001020922,-0.000035540,0.999999478,-0.007098710,0.007506773,0.999946627,-0.006097859,0.005873429,0.999964159,-0.000995747,0.001638764,0.999998161,1,-0.006585694,0.007816696,0.999947763,1.197755886,0.485098594,0.114799633,1.002461202,0.530086060,1.202920657,0.058529982,0.926002845,0.626392750,0.093894364,0.057052109,-0.050190600,-0.004865367,0.009883650,0.001213030
74,1782712608.039166451,1,1,21,9.812775861,0.006125861,0.038254297,1,0.802119236,1,90,0.002014892,0.020116006,0.999795622,0.004588202,0.019922253,0.999791004,-0.007100312,0.006828182,0.999951480,-0.004521477,0.006630903,0.999967793,-0.005237049,0.007510256,0.999958084,-0.002658464,0.007313690,0.999969721,-0.002581478,0.000195554,0.999996649,1,-0.006585694,0.007816696,0.999947763,0.923303522,0.445872800,0.226855469,0.833305402,0.113685854,1.171423402,0.459846384,0.943957592,0.136401300,0.011204452,0.147907957,0.021983421,-0.007376357,0.002339233,0.006158513
75,1782712608.139215231,1,1,21,9.805625299,0.001024701,0.043290957,1,0.789813157,1,99,-0.003253420,0.023855724,0.999710118,-0.002979302,0.021150852,0.999771857,-0.016336827,0.018938136,0.999687179,-0.016059620,0.016225104,0.999739383,-0.006373632,0.007855491,0.999948833,-0.006089380,0.005148071,0.999968208,-0.000287506,0.002703696,0.999996304,1,-0.006585694,0.007816696,0.999947763,0.800834187,0.456876003,0.155527308,0.934125106,0.854000911,1.223911050,1.308121696,0.791511160,0.725877078,0.154910553,0.016472875,0.036087750,-0.007414487,0.009438400,0.000387452
76,1782712608.239538431,1,1,21,9.804044238,0.002605762,0.044361686,1,0.653604922,1,88,0.011537274,0.023714828,0.999652189,0.012427319,0.024241826,0.999628879,0.002047325,0.003876955,0.999990389,0.002965492,0.004390855,0.999985963,-0.007397689,0.007860184,0.999941744,-0.006485135,0.008360825,0.999944018,-0.000924326,-0.000509747,0.999999443,1,-0.006585694,0.007816696,0.999947763,1.260161022,0.606265585,0.031704947,1.415121567,0.587324223,1.561021416,0.303581206,1.439726138,0.581386701,-0.029206377,0.052959999,0.080253224,-0.002521928,-0.004279383,-0.000401584
77,1782712608.339005470,1,1,21,9.809955173,0.003305173,0.038938096,1,0.787552193,1,107,-0.001191872,0.023236235,0.999729292,-0.002155753,0.020779777,0.999781753,-0.006903603,0.011536742,0.999909618,-0.007876597,0.009084258,0.999927715,-0.006150680,0.007507008,0.999952906,-0.007126796,0.005053855,0.999961833,0.000980023,0.002458711,0.999996497,1,-0.006585694,0.007816696,0.999947763,0.746027377,0.500591412,0.161308628,0.945040874,0.234895525,1.197070391,0.688912347,0.784965418,0.103664947,0.140873951,-0.056151186,-0.043923660,-0.007712601,0.015059211,-0.005248132
78,1782712608.439041615,1,1,21,9.804988401,0.001661599,0.039787370,1,0.574615514,1,68,-0.008539190,0.022402259,0.999712569,-0.010406593,0.024344242,0.999649469,0.008542942,-0.000301622,0.999963463,0.006687055,0.001649997,0.999976280,-0.006377908,0.007620948,0.999950621,-0.008237935,0.009564576,0.999920324,0.001855064,-0.001948123,0.999996382,1,-0.006585694,0.007816696,0.999947763,1.628029814,0.723274192,0.137816792,0.856028709,0.967952501,1.517097838,0.394634214,0.972096692,0.838553987,-0.111619501,-0.106287422,0.030524710,0.005596078,-0.006961192,-0.010640836
